gender,created,fav_number,tweet_count,retweet_count,tweet_location,user_timezone,link_hue,link_sat,link_vue,sidebar_hue,sidebar_sat,sidebar_vue
0,08/07/2011,319,94731,0,1,1,0,100,31.4,0,0,0
0,01/02/2009,7,45611,0,1,1,122.1,78.8,85.1,0,0,0
0,10/09/2009,1089,23571,0,1,1,300,3.3,23.9,60,93.7,18.8
0,04/01/2011,3961,64463,0,1,1,11.1,87.7,80,60,93.7,18.8
0,04/01/2011,3959,64451,0,1,1,11.1,87.7,80,60,93.7,18.8
0,12/25/2010,3164,80966,0,0,1,210,53.6,38,72.8,93.8,31.4
0,01/31/2011,7,3926,0,1,1,0,0,0,60,93.8,31.4
0,03/17/2009,9,153947,0,1,1,196,100,70.6,68,93.8,50.2
0,08/18/2009,10,5560,6,0,1,354.7,96.3,74.1,60,93.8,50.2
0,12/29/2009,14,5016,0,1,1,50.8,91.1,61.6,60,93.8,50.2
0,04/26/2009,5367,16440,0,1,1,195,42.9,11,210,11.1,7.1
0,02/26/2009,992,99570,0,0,1,212.3,34.2,29.8,228,37.7,20.8
0,06/01/2007,5833,109487,0,1,1,109.9,36.3,83.1,90,10.5,14.9
0,02/20/2009,7360,8889,0,1,1,238,94.4,49,252,12.2,16.1
0,05/28/2008,682,15614,0,1,1,208.1,82.1,91.8,0,0,16.1
0,09/23/2011,6119,6949,0,1,0,242,100,70.2,199.5,51.2,32.9
0,02/25/2010,374,1475511,0,1,1,169.9,94.7,74.1,0,0,21.2
0,06/18/2009,4416,4910,0,0,1,29.9,94.4,98.4,0,0,21.6
0,09/05/2012,28,2886,0,1,0,240,87.2,98,0,0,21.6
0,11/22/2009,2005,11896,0,1,1,34.7,97,25.9,34.7,97,25.9
0,09/28/2010,448,43965,0,1,1,0,1.4,27.8,195,3.8,41.2
0,12/11/2007,83,13390,0,1,1,0,100,40,0,100,40
0,07/09/2011,344,2153,0,1,1,196,100,70.6,6.9,93.8,51
0,08/21/2011,144,770,0,1,1,0,100,60,0,0,60
0,04/30/2009,2930,39033,0,1,1,2,92.5,63.1,0,0,0
0,07/05/2009,28,80321,1,1,1,196,100,70.6,0,0,0
0,10/21/2009,1245,83090,0,1,1,1.5,100,31.4,200,100,52.9
0,02/25/2009,368,11081,0,1,1,100,75,12.5,215.1,100,100
0,12/20/2010,103,85244,0,1,1,45.1,100,69.4,173.9,100,65.9
0,03/11/2010,6314,19093,0,1,1,189.9,100,100,120,100,100
0,05/04/2011,3699,54037,0,0,1,128.9,100,100,120,100,100
0,12/08/2009,178,2956,0,1,1,205.6,49.2,71,218.1,98.8,100
